UniformeProductnaam,URI,Rijk,Provincie,Waterschap,Gemeente,Burger,Bedrijf,Dienstenwet,SDG,Autonomie,Medebewind,Aanvraag,Subsidie,Melding,Verplichting,DigiDMacht,Grondslag,Grondslaglabel,Grondslaglink
gasaansluitingsverzoek,http://standaarden.overheid.nl/owms/terms/gasAanslVerzoek,X,,,,X,X,,H3,,,,,,,,http://standaarden.overheid.nl/owms/terms/Gaswet_art_44,Artikel 44 Gaswet,https://wetten.overheid.nl/jci1.3:c:BWBR0011440&hoofdstuk=5&Paragraaf=5.3&artikel=44
gastouderbureaus kwaliteitseisen,http://standaarden.overheid.nl/owms/terms/gastoudburkwaleis,X,,,,X,X,X,,,,,,,,,http://standaarden.overheid.nl/owms/terms/Besluit_kwal_gastouderbur_enz,"Besluit kwaliteit gastouderbureaus, gastouders en voorzieningen voor gastouderopvang",https://wetten.overheid.nl/jci1.3:c:BWBR0031621
gastouderopvang inrichtingseisen,http://standaarden.overheid.nl/owms/terms/gastoudopvinrseis,X,,,,X,X,X,,,,,,,,,http://standaarden.overheid.nl/owms/terms/Reg_kwal_kinderopvang_enz_art_14,Artikel 14 Regeling kwaliteit kinderopvang en peuterspeelzalen 2012,https://wetten.overheid.nl/jci1.3:c:BWBR0031613&Paragraaf=3&artikel=14
gaswinning groningen schadevergoeding,http://standaarden.overheid.nl/owms/terms/gaswgrschverg,X,,,,X,X,,,,,X,,,,,http://standaarden.overheid.nl/owms/terms/Tijd_wet_Gron_art_2,Artikel 2 Tijdelijke wet Groningen,https://wetten.overheid.nl/jci1.3:c:BWBR0043252&hoofdstuk=2&artikel=2
gebiedsverbod,http://standaarden.overheid.nl/owms/terms/gebiedsverbod,,,,X,X,,,,X,,,,,X,,http://standaarden.overheid.nl/owms/terms/Gemw_art_172a,Artikel 172a Gemeentewet,https://wetten.overheid.nl/jci1.3:c:BWBR0005416&titeldeel=III&hoofdstuk=XI&artikel=172a
geboorteaangifte,http://standaarden.overheid.nl/owms/terms/geboorteaangifte,,,,X,X,,,,,X,,,,X,,http://standaarden.overheid.nl/owms/terms/BW_Boek_1_art_19e,Artikel 19e Burgerlijk Wetboek Boek 1,https://wetten.overheid.nl/jci1.3:c:BWBR0002656&boek=1&titeldeel=4&afdeling=4&artikel=19e
geboorteakte,http://standaarden.overheid.nl/owms/terms/geboorteakte,,,,X,X,,,G1,,X,,,,,,http://standaarden.overheid.nl/owms/terms/BW_Boek_1_art_19,Artikel 19 Burgerlijk Wetboek Boek 1,https://wetten.overheid.nl/jci1.3:c:BWBR0002656&boek=1&titeldeel=4&afdeling=4&artikel=19
geboorteverlof,http://standaarden.overheid.nl/owms/terms/geboorteverlof,X,,,,X,X,,B6,,,,,,,,http://standaarden.overheid.nl/owms/terms/Wazo_art_4_2,Artikel 4:2 Wet arbeid en zorg,https://wetten.overheid.nl/jci1.3:c:BWBR0013008&hoofdstuk=4&Paragraaf=1&artikel=4:2
gebouw tijdelijkeverhuurvergunning,http://standaarden.overheid.nl/owms/terms/gebtijdverhverg,X,,,,X,X,X,,,,X,,,,,http://standaarden.overheid.nl/owms/terms/Leegstw_art_15,Artikel 15 Leegstandwet,https://wetten.overheid.nl/jci1.3:c:BWBR0003403&hoofdstuk=V&artikel=15
gebruik autogordel en autokinderzitje ontheffing,http://standaarden.overheid.nl/owms/terms/gebrAutogordelKinderzOnth,X,,,,X,X,,C5,,,X,,,,,http://standaarden.overheid.nl/owms/terms/RVV_art_88,Artikel 88 Reglement verkeersregels en verkeerstekens 1990 (RVV 1990),https://wetten.overheid.nl/jci1.3:c:BWBR0004825&hoofdstuk=VI&Paragraaf=2&artikel=88
gebruik gemeentelijke panden,http://standaarden.overheid.nl/owms/terms/gebruik_gemeentelijke_panden,,,,X,X,X,,,X,,,,,,,http://standaarden.overheid.nl/owms/terms/BW_Boek_7_art_201,Artikel 201 Burgerlijk Wetboek Boek 7,https://wetten.overheid.nl/jci1.3:c:BWBR0005290&boek=7&titeldeel=4&afdeling=1&artikel=201
gebruiksmelding,http://standaarden.overheid.nl/owms/terms/gebruiksmelding,,,,X,,X,X,,,X,,,X,,,http://standaarden.overheid.nl/owms/terms/Bes_brvgeb_art_2_1,Artikel 2.1 Besluit brandveilig gebruik en basishulpverlening overige plaatsen,https://wetten.overheid.nl/jci1.3:c:BWBR0040068&hoofdstuk=2&artikel=2.1
gebruiksmelding,http://standaarden.overheid.nl/owms/terms/gebruiksmelding,,,,X,,X,X,,,X,,,X,,,http://standaarden.overheid.nl/owms/terms/Bouwbes_art_1_18,Artikel 1.18 Bouwbesluit 2012,https://wetten.overheid.nl/jci1.3:c:BWBR0030461&hoofdstuk=1&Paragraaf=1.5&artikel=1.18
gedenkteken openbare weg,http://standaarden.overheid.nl/owms/terms/gedenktekOpenbWeg,X,,,,X,,,C5,,,X,,,,,http://standaarden.overheid.nl/owms/terms/kst_29398_13,Maatregelen verkeersveiligheid; Brief minister over gedenktekens voor verkeersslachtoffers,https://zoek.officielebekendmakingen.nl/kst-29398-13.html
gedenkteken plaatsingsvergunning,http://standaarden.overheid.nl/owms/terms/gedenkteken_plaatsingsvergunning,,,,X,X,X,X,,X,,X,,,,,http://standaarden.overheid.nl/owms/terms/Mod_Behb_art_19,Artikel 19 Model Beheersverordening begraafplaatsen,
gedoogbeslissing,http://standaarden.overheid.nl/owms/terms/gedoogbeslissing,,X,,X,X,X,,N1,X,X,X,,,,,http://standaarden.overheid.nl/owms/terms/Gemw_art_125,Artikel 125 Gemeentewet,https://wetten.overheid.nl/jci1.3:c:BWBR0005416&titeldeel=III&hoofdstuk=VIII&Paragraaf=4&artikel=125
gedoogbeslissing,http://standaarden.overheid.nl/owms/terms/gedoogbeslissing,,X,,X,X,X,,N1,X,X,X,,,,,http://standaarden.overheid.nl/owms/terms/PW_art_122,Artikel 122 Provinciewet,https://wetten.overheid.nl/jci1.3:c:BWBR0005645&titeldeel=III&hoofdstuk=VIII&Paragraaf=4&artikel=122
gedragscode natuurbescherming,http://standaarden.overheid.nl/owms/terms/gedrcdnatbes,X,,,,,X,X,,,,,,,,,http://standaarden.overheid.nl/owms/terms/Wet_natuurbescherming_art_3_31,Artikel 3.31 Wet natuurbescherming,https://wetten.overheid.nl/jci1.3:c:BWBR0037552&hoofdstuk=3&Paragraaf=3.7&artikel=3.31&
gedwongen opname psychiatrische instelling klacht,http://standaarden.overheid.nl/owms/terms/gedwOpnPsychInstKlacht,X,,,,X,,,,,,,,,,,http://standaarden.overheid.nl/owms/terms/Wvggz_art_10_3,Artikel 10:3 Wet verplichte geestelijke gezondheidszorg,https://wetten.overheid.nl/jci1.3:c:BWBR0040635&hoofdstuk=10&Paragraaf=2&artikel=10:3
gedwongen opname psychiatrische instelling klacht,http://standaarden.overheid.nl/owms/terms/gedwOpnPsychInstKlacht,X,,,,X,,,,,,,,,,,http://standaarden.overheid.nl/owms/terms/Wzd_art_55,Artikel 55 Wet zorg en dwang psychogeriatrische en verstandelijk gehandicapte cliënten,https://wetten.overheid.nl/jci1.3:c:BWBR0040632&hoofdstuk=4&Paragraaf=4.2&artikel=55
geen privégebruik auto verklaring,http://standaarden.overheid.nl/owms/terms/geenPrivGebrAutoVerkl,X,,,,X,X,,B4,,,,,,,,http://standaarden.overheid.nl/owms/terms/LB_art_13bis,Artikel 13bis Wet op de loonbelasting 1964,https://wetten.overheid.nl/jci1.3:c:BWBR0002471&hoofdstuk=II&artikel=13bis
gehandicaptenparkeerkaart,http://standaarden.overheid.nl/owms/terms/gehandicaptenparkeerkaart,,,,X,X,,,A3,,X,X,,,,X,http://standaarden.overheid.nl/owms/terms/BABW_art_49,Artikel 49 Besluit administratieve bepalingen inzake het wegverkeer (BABW),https://wetten.overheid.nl/jci1.3:c:BWBR0004826&hoofdstuk=IV&artikel=49
gehandicaptenparkeerkaart bestuurder,http://standaarden.overheid.nl/owms/terms/gehandicaptenparkeerkaart_bestuurder,,,,X,X,,,,,X,X,,,,,http://standaarden.overheid.nl/owms/terms/BABW_art_49,Artikel 49 Besluit administratieve bepalingen inzake het wegverkeer (BABW),https://wetten.overheid.nl/jci1.3:c:BWBR0004826&hoofdstuk=IV&artikel=49
gehandicaptenparkeerkaart instellingen,http://standaarden.overheid.nl/owms/terms/gehandicaptenparkeerkaart_instellingen,,,,X,,X,,,,X,X,,,,,http://standaarden.overheid.nl/owms/terms/BABW_art_49,Artikel 49 Besluit administratieve bepalingen inzake het wegverkeer (BABW),https://wetten.overheid.nl/jci1.3:c:BWBR0004826&hoofdstuk=IV&artikel=49
gehandicaptenparkeerkaart passagier,http://standaarden.overheid.nl/owms/terms/gehandicaptenparkeerkaart_passagier,,,,X,X,,,,,X,X,,,,,http://standaarden.overheid.nl/owms/terms/BABW_art_49,Artikel 49 Besluit administratieve bepalingen inzake het wegverkeer (BABW),https://wetten.overheid.nl/jci1.3:c:BWBR0004826&hoofdstuk=IV&artikel=49
gehandicaptenparkeerplaats,http://standaarden.overheid.nl/owms/terms/gehandicaptenparkeerplaats,,,,X,X,,,,,X,,,,,,http://standaarden.overheid.nl/owms/terms/BABW_art_12,Artikel 12 Besluit administratieve bepalingen inzake het wegverkeer (BABW),https://wetten.overheid.nl/jci1.3:c:BWBR0004826&hoofdstuk=II&Paragraaf=4&artikel=12
gehandicaptenparkeerplaats op kenteken,http://standaarden.overheid.nl/owms/terms/gehandicaptenparkeerplaats_op_kenteken,,,,X,X,,,,,X,X,,,,,http://standaarden.overheid.nl/owms/terms/BABW_art_12,Artikel 12 Besluit administratieve bepalingen inzake het wegverkeer (BABW),https://wetten.overheid.nl/jci1.3:c:BWBR0004826&hoofdstuk=II&Paragraaf=4&artikel=12
geluidsbelasting grenswaarde,http://standaarden.overheid.nl/owms/terms/geluidsbelasting_grenswaarde,,X,,,X,X,,,,X,X,,,,,http://standaarden.overheid.nl/owms/terms/Wgh_art_100a,Artikel 110a Wet geluidhinder,https://wetten.overheid.nl/jci1.3:c:BWBR0003227&hoofdstuk=VIIIa&afdeling=1&artikel=110a
geluidsontheffing,http://standaarden.overheid.nl/owms/terms/geluidsontheffing,,X,,X,,X,X,N1,X,,X,,,,,http://standaarden.overheid.nl/owms/terms/Mod_Apv_art_4_5b,Artikel 4:5b Model Algemene plaatselijke verordening,
geluidsruimteinformatie,http://standaarden.overheid.nl/owms/terms/geluidsruimteinformatie,X,X,,,,X,,,,X,,,,,,http://standaarden.overheid.nl/owms/terms/Wgh_art_163,Artikel 163 Wet geluidhinder,https://wetten.overheid.nl/jci1.3:c:BWBR0003227&hoofdstuk=XIV&artikel=163
gemeenschappelijke regelingen,http://standaarden.overheid.nl/owms/terms/gemeenschappelijke_regelingen,,,X,X,,,,,X,,,,,,,http://standaarden.overheid.nl/owms/terms/WGR_art_1,Artikel 1 Wet gemeenschappelijke regelingen,https://wetten.overheid.nl/jci1.3:c:BWBR0003740&hoofdstuk=I&Paragraaf=1&artikel=1
gemeenschappelijke regelingen geschilbeslechting,http://standaarden.overheid.nl/owms/terms/gemeenschappelijke_regelingen_geschilbeslechting,,X,,,,,,,,X,,,,,,http://standaarden.overheid.nl/owms/terms/WGR_art_28,Artikel 28 Wet gemeenschappelijke regelingen,https://wetten.overheid.nl/jci1.3:c:BWBR0003740&hoofdstuk=I&afdeling=2&Paragraaf=4&artikel=28
gemeentefinanciën,http://standaarden.overheid.nl/owms/terms/gemeentefinancien,,X,,,,,,,X,,,,,,,http://standaarden.overheid.nl/owms/terms/Gemw_art_191,Artikel 191 Gemeentewet,https://wetten.overheid.nl/jci1.3:c:BWBR0005416&titeldeel=IV&hoofdstuk=XIII&Paragraaf=1&artikel=191
gemeentegids,http://standaarden.overheid.nl/owms/terms/gemeentegids,,,,X,X,X,,,X,,,,,,,,,
gemeentegrenscorrectie,http://standaarden.overheid.nl/owms/terms/gemeentegrenscorrectie,,X,,,,,,,,X,,,,,,http://standaarden.overheid.nl/owms/terms/ARHI_art_3,Artikel 3 Wet algemene regels herindeling,https://wetten.overheid.nl/jci1.3:c:BWBR0003718&hoofdstuk=II&Paragraaf=1&artikel=3
gemeentelijke onderscheiding voordracht,http://standaarden.overheid.nl/owms/terms/gemeentelijke_onderscheiding_voordracht,,,,X,X,,,,X,,,,,,,http://standaarden.overheid.nl/owms/terms/gem_vo,gemeentelijke verordening,
geneeskundige behandelingsovereenkomst,http://standaarden.overheid.nl/owms/terms/geneeskbehover,X,,,,X,X,,,,,,,,,,http://standaarden.overheid.nl/owms/terms/BW_Boek_7_art_446,Artikel 446 Boek 7 Burgerlijk Wetboek,https://wetten.overheid.nl/jci1.3:c:BWBR0005290&boek=7&titeldeel=7&afdeling=5&artikel=446
geneesmiddelen-bijwerkingenmelding,http://standaarden.overheid.nl/owms/terms/genbijwnmld,X,,,,,X,X,,,,,,X,,,http://standaarden.overheid.nl/owms/terms/Gnw_art_78,Artikel 78 Geneesmiddelenwet,https://wetten.overheid.nl/jci1.3:c:BWBR0021505&hoofdstuk=8&Paragraaf=3&artikel=78
geneesmiddelenbereidings- of -groothandelsvergunning,http://standaarden.overheid.nl/owms/terms/genmidbergrhverg,X,,,,,X,X,,,,X,,,,,http://standaarden.overheid.nl/owms/terms/Gnw_art_18,Artikel 18 Geneesmiddelenwet,https://wetten.overheid.nl/jci1.3:c:BWBR0021505&hoofdstuk=3&Paragraaf=1&artikel=18
geneesmiddeleninformatiebank inzage,http://standaarden.overheid.nl/owms/terms/geneesmInfoBankInz,X,,,,X,X,,F1,,,,,,,,http://standaarden.overheid.nl/owms/terms/Gnw_art_53,Artikel 53 Geneesmiddelenwet,https://wetten.overheid.nl/jci1.3:c:BWBR0021505&hoofdstuk=4&Paragraaf=4&artikel=53
geneesmiddelenrecept,http://standaarden.overheid.nl/owms/terms/geneesmiddelenrecept,X,,,,X,,,F2,,,,,,,,http://standaarden.overheid.nl/owms/terms/Richtlijn_2011_24_EU,Artikel 11 Richtlijn 2011/24/EU van het Europees Parlement en de Raad van 9 maart 2011 betreffende de toepassing van de rechten van patiënten bij grensoverschrijdende gezondheidszorg,https://eur-lex.europa.eu/legal-content/NL/TXT/HTML/?uri=CELEX:32011L0024&from=NL#d1e1582-45-1
geregistreerd partnerschap omzetting in huwelijk,http://standaarden.overheid.nl/owms/terms/geregistreerd_partnerschap_omzetting_in_huwelijk,,,,X,X,,,,,X,,,,,,http://standaarden.overheid.nl/owms/terms/BW_Boek_1_art_80g,Artikel 80g Burgerlijk Wetboek Boek 1,https://wetten.overheid.nl/jci1.3:c:BWBR0002656&boek=1&titeldeel=5A&artikel=80g
geregistreerd partnerschap ontbinding,http://standaarden.overheid.nl/owms/terms/geregistreerd_partnerschap_ontbinding,X,,,X,X,,,G2,,X,,,,,,http://standaarden.overheid.nl/owms/terms/BW_Boek_1_art_80c,Artikel 80c Burgerlijk Wetboek Boek 1,https://wetten.overheid.nl/jci1.3:c:BWBR0002656&boek=1&titeldeel=5A&artikel=80c
geregistreerd partnerschapaangifte,http://standaarden.overheid.nl/owms/terms/geregistreerd_partnerschapaangifte,,,,X,X,,,,,X,,,,,,http://standaarden.overheid.nl/owms/terms/BW_Boek_1_art_80a,Artikel 80a Burgerlijk Wetboek Boek 1,https://wetten.overheid.nl/jci1.3:c:BWBR0002656&boek=1&titeldeel=5A&artikel=80a
geslachtswijzigingsaangifte,http://standaarden.overheid.nl/owms/terms/geslachtswijzigingsaangifte,,,,X,X,,,,,X,,,,,,http://standaarden.overheid.nl/owms/terms/BW_Boek_1_art_28,Artikel 28 Burgerlijk Wetboek Boek 1,https://wetten.overheid.nl/jci1.3:c:BWBR0002656&boek=1&titeldeel=4&afdeling=13&artikel=28
gesubsidieerde rechtsbijstand en mediation,http://standaarden.overheid.nl/owms/terms/gesubsRechtsbijstMed,X,,,,X,,,,,,,,,,,http://standaarden.overheid.nl/owms/terms/WRB_art_33e,Artikel 33e Wet op de rechtsbijstand,https://wetten.overheid.nl/jci1.3:c:BWBR0006368&hoofdstuk=IVa&artikel=33e
gevonden of verloren voorwerp,http://standaarden.overheid.nl/owms/terms/gevVerlVoorwerp,,,,X,X,X,,,,X,,,,X,,http://standaarden.overheid.nl/owms/terms/BW_Boek_5_art_12,Artikel 12 Burgerlijk Wetboek Boek 5,https://wetten.overheid.nl/jci1.3:c:BWBR0005288&boek=5&titeldeel=2&artikel=12
gewetensbezwaren militaire dienst erkenning,http://standaarden.overheid.nl/owms/terms/gewBezwDPlErk,X,,,,X,,,,,,X,,,,,http://standaarden.overheid.nl/owms/terms/WGMD_art_3,Artikel 3 Wet gewetensbezwaren militaire dienst,https://wetten.overheid.nl/jci1.3:c:BWBR0002386&hoofdstuk=II&artikel=3
gewezen verdachte schadevergoeding,http://standaarden.overheid.nl/owms/terms/gewVerdSchVerg,X,,,,X,,,,,,,,,,,http://standaarden.overheid.nl/owms/terms/Sv_art_529,Artikel 529 Wetboek van Strafvordering,https://wetten.overheid.nl/jci1.3:c:BWBR0001903&boek=Vierde&titeldeel=VIa&artikel=529
gezagsregister uittreksel,http://standaarden.overheid.nl/owms/terms/gezagsregUittr,X,,,,X,,,G1,,,,,,,,http://standaarden.overheid.nl/owms/terms/BW_Boek1_art_244,Artikel 244 Burgerlijk Wetboek Boek 1,https://wetten.overheid.nl/jci1.3:c:BWBR0002656&boek=1&titeldeel=13&afdeling=4&artikel=244
gezamenlijk gezag,http://standaarden.overheid.nl/owms/terms/gezGezag,X,,,,X,,,G1,,,,,,,,http://standaarden.overheid.nl/owms/terms/BW_Boek_1_art_252,Artikel 252 Burgerlijk Wetboek Boek 1,https://wetten.overheid.nl/jci1.3:c:BWBR0002656&boek=1&titeldeel=14&afdeling=2&Paragraaf=1&artikel=252
gezamenlijk gezag,http://standaarden.overheid.nl/owms/terms/gezGezag,X,,,,X,,,G1,,,,,,,,http://standaarden.overheid.nl/owms/terms/BW_Boek_1_art_253t,Artikel 253t Burgerlijk Wetboek Boek 1,https://wetten.overheid.nl/jci1.3:c:BWBR0002656&boek=1&titeldeel=14&afdeling=3A&Paragraaf=2&artikel=253t
gezondheidsdienst,http://standaarden.overheid.nl/owms/terms/gezondheidsdienst,,,,X,X,X,,,,X,,,,,,http://standaarden.overheid.nl/owms/terms/Wpg_art_14,Artikel 14 Wet publieke gezondheid,https://wetten.overheid.nl/jci1.3:c:BWBR0024705&hoofdstuk=IV&artikel=14
gezondheidsopvoeding,http://standaarden.overheid.nl/owms/terms/gezondheidsopvoeding,,,,X,X,,,,,X,,,,,,http://standaarden.overheid.nl/owms/terms/Wpg_art_5,Artikel 5 Wet publieke gezondheid,https://wetten.overheid.nl/jci1.3:c:BWBR0024705&hoofdstuk=II&Paragraaf=2&artikel=5
ggo-vergunning ingeperkt gebruik,http://standaarden.overheid.nl/owms/terms/ggovergingepgebr,X,,,,,X,X,,,,X,,,,,http://standaarden.overheid.nl/owms/terms/Besluit_gen_gemod_org_art_2_35,Artikel 2.35 Besluit genetisch gemodificeerde organismen milieubeheer 2013,https://wetten.overheid.nl/jci1.3:c:BWBR0035090&hoofdstuk=2&titeldeel=2.2&afdeling=2.2.3&Paragraaf=2.2.3.1&artikel=2.35
ggo-vergunning introductie in milieu,http://standaarden.overheid.nl/owms/terms/ggovergintrmil,X,,,,,X,X,,,,X,,,,,http://standaarden.overheid.nl/owms/terms/Besluit_gen_gemod_org_art_3_2,Artikel 3.2 Besluit genetisch gemodificeerde organismen milieubeheer 2013,https://wetten.overheid.nl/jci1.3:c:BWBR0035090&hoofdstuk=3&afdeling=3.1&artikel=3.2
ggo-vergunning voeding en diervoeder,http://standaarden.overheid.nl/owms/terms/ggovergvoeddierv,X,,,,,X,X,,,,X,,,,,http://standaarden.overheid.nl/owms/terms/Verord_EG_1829_2003,Verordening (EG) Nr. 1829/2003 van het Europees Parlement en de Raad van 22 september 2003 inzake genetisch gemodificeerde levensmiddelen en diervoeders,https://eur-lex.europa.eu/legal-content/NL/TXT/HTML/?uri=CELEX:32003R1829&from=NL
gladheidbestrijding,http://standaarden.overheid.nl/owms/terms/gladheidbestrijding,,,X,X,X,X,,,X,,,,,,,,,
graafmelding,http://standaarden.overheid.nl/owms/terms/graafmelding,X,,,,X,X,X,,,,,,X,,,http://standaarden.overheid.nl/owms/terms/Wet_inf_netw_art_8,Artikel 8 Wet informatie-uitwisseling bovengrondse en ondergrondse netten en netwerken,https://wetten.overheid.nl/jci1.3:c:BWBR0040728&hoofdstuk=4&artikel=8
grafonderhoud,http://standaarden.overheid.nl/owms/terms/grafonderhoud,,,,X,X,X,,,X,,,,,X,,http://standaarden.overheid.nl/owms/terms/Mod_Bverb_art_20,Artikel 20 Model Beheersverordening begraafplaatsen,
grafonderhoud,http://standaarden.overheid.nl/owms/terms/grafonderhoud,,,,X,X,X,,,X,,,,,X,,http://standaarden.overheid.nl/owms/terms/Mod_Bverb_art_21,Artikel 21 Model Beheersverordening begraafplaatsen,
grafrechten,http://standaarden.overheid.nl/owms/terms/grafrechten,,,,X,X,,,,X,,,,,X,,http://standaarden.overheid.nl/owms/terms/Gemw_art_229,Artikel 229 Gemeentewet,https://wetten.overheid.nl/jci1.3:c:BWBR0005416&titeldeel=IV&hoofdstuk=XV&Paragraaf=3&artikel=229
grafuitgifte,http://standaarden.overheid.nl/owms/terms/grafuitgifte,,,,X,X,X,,,X,,X,,,,,http://standaarden.overheid.nl/owms/terms/Mod_Behb_art_11,Artikel 11 Model Beheersverordening begraafplaatsen,
gratie,http://standaarden.overheid.nl/owms/terms/gratie,X,,,,X,,,,,,X,,,,,http://standaarden.overheid.nl/owms/terms/Gratw_art_2,Artikel 2 Gratiewet,https://wetten.overheid.nl/jci1.3:c:BWBR0004257&artikel=2
groenstroken en restgronden kopen of huren,http://standaarden.overheid.nl/owms/terms/groenstroken_en_restgronden_kopen_of_huren,,,,X,X,X,,,X,,,,,,,http://standaarden.overheid.nl/owms/terms/BW_Boek_7_art_1,Artikel 1 Burgerlijk Wetboek Boek 7,https://wetten.overheid.nl/jci1.3:c:BWBR0005290&boek=7&titeldeel=1&afdeling=1&artikel=1
grondexploitatieovereenkomst,http://standaarden.overheid.nl/owms/terms/grondexplOvereen,,,,X,,X,,,,X,,,,,,http://standaarden.overheid.nl/owms/terms/Wro_art_6_4a,Artikel 6.4a Wet ruimtelijke ordening,https://wetten.overheid.nl/jci1.3:c:BWBR0020449&hoofdstuk=6&afdeling=6.1&artikel=6.4a
grondwaterheffing,http://standaarden.overheid.nl/owms/terms/grondwaterheffing,,,,,,,,,,,,,,,,http://standaarden.overheid.nl/owms/terms/Wtw_art_7_7,Artikel 7.7 Waterwet,http://wetten.overheid.nl/jci1.3:c:BWBR0025458&hoofdstuk=7&Paragraaf=1&artikel=7.7
groningen waardevermeerderingssubsidie,http://standaarden.overheid.nl/owms/terms/gronWrdVermSubs,X,,,,X,,,,,,X,X,,,,http://standaarden.overheid.nl/owms/terms/Reg_waardev_won_gron_art_2,Artikel 2 Regeling waardevermeerdering woningen gaswinning Groningenveld,https://wetten.overheid.nl/jci1.3:c:BWBR0039336&artikel=2
groot pleziervaartbewijs,http://standaarden.overheid.nl/owms/terms/grPlezVaartbew,X,,,,X,,,C2,,,X,,,,,http://standaarden.overheid.nl/owms/terms/Binnenvaartgeregling_art_7_8,Artikel 7.8 Binnenvaartregeling,https://wetten.overheid.nl/jci1.3:c:BWBR0025958&hoofdstuk=7&Paragraaf=1&artikel=7.8
groot vaarbewijs,http://standaarden.overheid.nl/owms/terms/grootVaarbew,X,,,,X,,,,,,X,,,,,http://standaarden.overheid.nl/owms/terms/Binnenvaartbesluit_art_14,Artikel 14 Binnenvaartbesluit,https://wetten.overheid.nl/jci1.3:c:BWBR0025631&hoofdstuk=3&Paragraaf=3&artikel=14
handelingen gemeentefunctionaris ontheffing,http://standaarden.overheid.nl/owms/terms/handelingen_gemeentefunctionaris_ontheffing,,X,,,,,,,X,,X,,,,,http://standaarden.overheid.nl/owms/terms/Gemw_art_15,Artikel 15 Gemeentewet,https://wetten.overheid.nl/jci1.3:c:BWBR0005416&titeldeel=II&hoofdstuk=II&artikel=15
handelsregister gegevensverstrekking,http://standaarden.overheid.nl/owms/terms/handRegGegVerstr,X,,,,X,X,,H5,,,X,,,,,http://standaarden.overheid.nl/owms/terms/Hrw_2007_art_21,Artikel 21 Handelsregisterwet 2007,https://wetten.overheid.nl/jci1.3:c:BWBR0021777&hoofdstuk=4&Paragraaf=4.1&artikel=21
handelsregister inschrijving,http://standaarden.overheid.nl/owms/terms/handRegInschr,X,,,,,X,X,,,,,,,X,,http://standaarden.overheid.nl/owms/terms/Hrw_2007_art_18,Artikel 18 Handelsregisterwet 2007,https://wetten.overheid.nl/jci1.3:c:BWBR0021777&hoofdstuk=3&artikel=18
handhavingsverzoek,http://standaarden.overheid.nl/owms/terms/handhavingsverzoek,,X,X,X,X,X,,,X,X,X,,,,,http://standaarden.overheid.nl/owms/terms/Gemw_art_125,Artikel 125 Gemeentewet,https://wetten.overheid.nl/jci1.3:c:BWBR0005416&titeldeel=III&hoofdstuk=VIII&Paragraaf=4&artikel=125
